ID,Title,"Report Year",Status,"Year Adopted","Date of Last Event",Level,State,County,County,Municipality,Type,Content,Citations
3100,"Carteret County",2025,"In effect",2014,2014,Local,NC,"Carteret County",37031,,Wind,"According to an ordinance last updated in 2014, Carteret County requires that utility-scale wind turbines of at least 1 MW be set back 1 mile from property lines and roads and limited to 275 feet in height. The ordinance also imposes penalties if noise exceeds 35 dBa for more than 5 minutes at the property line.","Carteret County, N.C., Code of Ordinances Appx. F § 3.2 (last updated Feb. 10, 2014), https://library.municode.com/nc/carteret_county/codes/code_of_ordinances?nodeId=COOR_APXFTAST_ART3WIENFA_S3-2PEAPIN."
3101,"Casnovia Township (Muskegon County)",2025,"In effect",2019,2019,Local,MI,"Muskegon County",26121,"Casnovia Township",Wind,"In October 2019, Casnovia Township adopted wind energy restrictions that are virtually identical to those of Almer Township. The ordinance requires that commercial wind turbines be set back from property lines by a distance of 4 times blade tip height. It further limits noise to 39 dBA at night and limits shadow flicker on neighboring properties to zero. The ordinance explicitly references agricultural preservation as well as health and safety concerns as the basis for the restrictions.","Casnovia Township, Mich., Zoning Ordinance §§ 3.24(a)(1), (g)(1), (g)(13), (g)(30) (2022), https://www.casnoviatownshipmi.gov/wp-content/uploads/2022/04/FinalCasTwpWindOrd10.07.2019-1.pdf."
3102,"Cattaraugus County",2025,Expired,2022,2023,Local,NY,"Cattaraugus County",36009,,Solar|Wind,"In May 2022, the Cattaraugus County Industrial Development Agency (IDA) voted to implement a 6-month moratorium on new solar energy applications. Local opponents argued that any new solar farms would take good farmland and detract from the county’s scenic landscape. Then, in July 2022, the IDA approved a moratorium on wind farm development. In July 2023, the IDA voted to extend its moratorium on any new solar or wind projects until the end of 2023.","Rick Miller, Cattaraugus County IDA votes six-month solar moratorium, Olean Times Herald, May 25, 2022, https://www.oleantimesherald.com/news/cattaraugus-county-ida-votes-6-month-solar-moratorium/article_16fdc32f-d16d-562e-8852-4b3abd4b0c13.html; Kathleen Kellogg, Cattaraugus County IDA Approves Wind Farm Moratorium, Ellicottville Now, July 3, 2022, https://www.ellicottvillenow.com/articles/article-v2--j7pey-b7y5c; Rick Miller, Cattaraugus County IDA extends solar, wind moratorium through end of year, Olean Times Herald, July 31, 2023, https://www.oleantimesherald.com/news/cattaraugus-county-ida-extends-solar-wind-moratorium-through-end-of-year/article_2b150d66-2ff0-11ee-a223-33064f4261ba.html."
3103,"Cedar County",2025,"In effect",2022,2022,Local,NE,"Cedar County",31027,,Wind,"Cedar County’s zoning ordinance, last updated in June 2022, requires commercial wind turbines to be set back at least one mile from non-participating dwelling units, public conservation lands, and other existing commercial wind turbines not owned by the applicant.","Cedar County, Nebraska, Zoning Ordinance (Commercial/Utility Grade Wind Energy Conversion Systems) (updated June 2022), https://cedarcountyne.gov/pdfs/planning_zoning/Zoning%20Regulations.pdf."
3104,"Cerro Gordo County",2025,"In effect",2024,2024,Local,IA,"Cerro Gordo County",19033,,Solar|Wind|Storage,"In May 2023, the Cerro Gordo County Board of Supervisors passed a 15-month moratorium on utility-scale solar and wind energy, along with battery storage facilities, in order to consider regulations for future permitting of such facilities. In December 2024, the Cerro Gordo Board of Supervisors voted unanimously to pass a moratorium on the installation of new utility-scale solar, wind and battery-energy storage systems located on land zoned for agricultural use.","Robin McClelland, Cerro Gordo county approves renewable energy moratorium, GLOBE GAZETTE, May 16, 2023, https://globegazette.com/news/local/cerro-gordo-county-approves-renewable-energy-moratorium/article_5bb7770d-fecf-5a6d-8b92-e5886ad59f8a.html; Cerro Gordo Co. Supervisors approve wind, solar bans, KCHA NEWS, Dec. 27, 2024, https://kchanews.com/2024/12/27/cerro-gordo-co-supervisors-approve-wind-solar-bans/; Cerro Gordo County, Iowa, Wind, Solar, and Battery Storage Moratorium Ordinance Draft, May 4, 2023, https://cerrogordo.gov/files/meeting_assets/windsolarbattery_storage_moratorium_ordinance_draft_2023-05-04_65173.pdf."
3105,"Charlotte County",2025,Expired,2023,2023,Local,VA,"Charlotte County",51037,,Solar,"On August 8, 2022, the Charlotte County Board of Supervisors adopted a moratorium on applications for solar projects through January 1, 2024 or until the Charlotte County Planning Commission makes a recommendation on zoning for solar projects, whichever happens first. In April 2023, Charlotte County lifted the moratorium.","Charlotte Co. pauses further solar projects, Sovanow.com, Aug. 24, 2022, https://www.sovanow.com/articles/charlotte-co-pauses-further-solar-projects; Crystal Vandegrift, A change for Charlotte County: Supervisors lift solar moratorium, Charlotte Gazette, April 20, 2023, https://www.thecharlottegazette.com/2023/04/20/charlotte-county-board-lifts-solar-moratorium/."
3106,"Chautauqua County",2025,Unknown,2019,2019,Local,NY,"Chautauqua County",36013,,Wind,"In July 2019, the Chautauqua County legislature approved a motion formally opposing the construction of wind farms along the shore of or in Lake Erie. In December of the same year, the Chautauqua County Board of Health sent a letter to all Chautauqua County municipal offices urging them to pass ordinances that restrict industrial wind turbines to a minimum of 1.5 miles from any property line and 35 or fewer dBa in noise.","Memo re Wind Turbines and Human Health, from Chautauqua County Board of Health to Chautauqua County Municipal Offices (Dec. 9, 2019), https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BDE40B945-90AD-4487-A60C-204BA3E1C970%7D; Chautauqua County MOTION NO. ___-19 (“In Opposition to Construction of Wind Turbine Farms on Lake Erie”), https://chqgov.com/sites/default/files/document-files/2019-09/07-24-19%20Agenda.pdf; Dennis Phillips, Legislature opposes wind turbine farms on Lake Erie, National Wind Watch, July 25, 2019, https://www.wind-watch.org/news/2019/07/25/legislature-opposes-wind-turbine-farms-on-lake-erie/; Jordan Patterson, County Health Board backs 1.5-mile setback for turbines, Observer Today, Nov. 22, 2019, https://www.observertoday.com/news/local-region/2019/11/county-health-board-backs-1-5-mile-setback-for-turbines/."
3107,"Cherokee County",2025,"In effect",2014,2014,Local,AL,"Cherokee County",01019,,Wind,"In 2014, the Alabama state legislature enacted S.B. 402, which established certain restrictions on wind power in Cherokee County, including: (1) a noise limit of 40 decibels (dBA) at the nearest property line; and (2) a setback of at least 2,500 feet from the nearest property line.","Act No. 2014-190, S.B. 402 (Ala. Mar. 18, 2014) §§ 6(i)-(j), http://alisondb.legislature.state.al.us/ALISON/SearchableInstruments/2014RS/PrintFiles/SB402-enr.pdf."
3108,"Cherokee County",2025,"In effect",2022,2022,Local,KS,"Cherokee County",20021,,Wind,"In August 2021, Cherokee County adopted a 1-year moratorium on wind energy development. In October 2022, county commissioners adopted a wind energy ordinance that limits turbine height to 440 feet at the highest blade, sets a 39 dBa noise limit during the evening, and sets a 5,250-foot setback requirement from the nearest property line.","Sarah Spicer & Kevin Hardy, ‘Ready to go to war’: Wind power grows in Kansas and Missouri. Why do some oppose it?, Kansas City Star, Oct. 20, 2021, https://www.kansascounties.org/news/news-releases/2018ready-to-go-to-war2019-wind-power-grows-in-kansas-and-missouri-why-do-some-oppose-it; Cherokee County, Kansas, Resolution No. 9-2022 (Oct. 3, 2022)."
3109,"Chippewa County",2025,Expired,2024,2024,Local,MN,"Chippewa County",27023,,Solar|Wind,"In February 2024, Chippewa County Commissioners adopted a 1-year moratorium on the permitting or zoning wind and solar energy conversion systems, with the purpose of studying possible ordinance reforms.","Tom Cherveny, Meeker, Chippewa counties adopt moratoriums on renewable energy development, WEST CENTRAL TRIBUNE, Feb 13, 2024, https://www.wctrib.com/news/local/meeker-chippewa-counties-adopt-moratoriums-on-renewable-energy-development."
3110,"Christian County",2025,Unknown,2020,2024,Local,IL,"Christian County",17021,,Wind,"In September 2020, the Christian County Board voted 10-6 to approve zoning code amendments with restrictive setback and shadow flicker requirements. The regulations were interpreted as effectively banning wind farms in the county. Following the adoption of Public Act 102-1123 (2023), the ordinance was revised to provide that, if any of these restrictions were judicially determined to violate state law, then the limits set out in PA 102-1123 would apply.","Christian County, Ill., Zoning Code (July 17, 2024), App'x A, https://www.christiancountyil.gov/wp-content/uploads/ZONING-CODE-3.21.24-2-5-9-4.pdf; Leroy, Kleimola, Christian County board votes in favor of CZA amendments effectively ending wind farms in the county, Taylorville Daily News, Sept. 17, 2020 https://taylorvilledailynews.com/local-news/529768."
3111,"City of Augusta (Kennebec County)",2025,Expired,2021,2021,Local,ME,"Kennebec County",23011,"City of Augusta",Solar,"In August 2021, after residents voiced aesthetic concerns about utility-scale solar projects, the City Council imposed a moratorium for up to 180 days on solar projects.","Keith Edwards, Augusta Approves Rules to Shield New Solar Projects from Public View, Kennebec Journal, Oct. 24, 2021, https://www.centralmaine.com/2021/10/24/augusta-approves-rules-to-shield-new-solar-projects-from-public-view/."
3112,"City of Balch Springs (Dallas County)",2025,"In effect",,2023,Local,TX,"Dallas County",48113,"City of Balch Springs",Wind,"The city code prohibits wind energy systems larger than 20 kW and sets a height limit of 70 feet.","BALCH SPRINGS, TEX., CODE OF ORDINANCES § 90-3.04(A)(28), https://library.municode.com/tx/balch_springs/codes/code_of_ordinances?nodeId=PTIICOOR_CH90ZO_ARTIIIZOLAUSRE_S90-3.04CODEST."
3113,"City of Benbrook (Tarrant County)",2025,"In effect",2013,2013,Local,TX,"Tarrant County",48439,"City of Benbrook",Solar|Wind,"The municipal code of ordinances prohibits utility-scale wind projects. Small wind energy systems are allowed provided they do not exceed the maximum building height in any zoning district plus 5 feet. Noise is limited to 35 dBa at night. Likewise, solar is only allowed as an accessory use.","Benbrook, Tex., Code § 17.84.130 (current as of Oct. 18, 2022), https://library.municode.com/tx/benbrook/codes/code_of_ordinances?nodeId=CD_ORD_TIT17ZO_CH17.84SUDIRE_17.84.130ALENSY."
3114,"City of Brewer (Penobscot County)",2025,Expired,2023,2023,Local,ME,"Penobscot County",23019,"City of Brewer",Solar,"In August 2023, the Brewer city council adopted a 6-month moratorium on large-scale solar projects.","Donovan Lynch, City council unanimously passes six-month moratorium on large solar projects in Brewer, News Center Maine, Aug. 9, 2023, https://www.newscentermaine.com/article/news/local/brewer-passes-six-month-moratorium-on-large-solar-projects-maine-politics-environment-technology/97-1d8f427c-69ae-447f-a6b2-b84980e977f2."
3115,"City of Brownsville (Cameron County)",2025,"In effect",2017,2017,Local,TX,"Cameron County",48061,"City of Brownsville",Solar|Wind,"The City of Brownsville limits the height limit of wind turbines to 70 feet in residential zones and 120 feet in all other areas. The ordinance limits ground-mounted solar installations to side or rear yard. Large-scale ground mounted systems are not allowed in the Dwelling or Dwelling/Retail use districts.","Brownsville, Tex., Ordinance No. 2010-1518 (Apr. 6, 2010), as codified at Brownsville, Tex., Code  §§ 18-750 to 18-758 (current as of Sept. 19, 2022), https://library.municode.com/tx/brownsville/codes/code_of_ordinances?nodeId=PTIICOOR_CH18BUBURE_ARTXIENCOCO_DIV2WIENSY_S18-750PUSC; Brownsville, Tex., Ordinance No. 2017-1518-A, § 1 (Apr. 18, 2017), as codified at Brownsville, Tex., Code §§ 18-766 to 18-770 (current as of Sept. 19, 2022), https://library.municode.com/tx/brownsville/codes/code_of_ordinances?nodeId=PTIICOOR_CH18BUBURE_ARTXIENCOCO_DIV3SOENSY_S18-766PUSC."
